USERID,INCOME,ENTERTAINMENT,BABY,GENDER,SHOPPING
2856.000,2,5,0,2,9
2857.000,3,3,0,1,9
2858.000,2,1,1,2,2
2859.000,1,4,0,2,1
2860.000,3,3,0,2,10
2861.000,2,1,1,2,2
2862.000,1,1,0,2,1
2863.000,3,6,0,2,9
2864.000,3,3,0,2,4
2865.000,3,3,0,1,9
2866.000,1,4,0,2,5
2867.000,1,2,0,2,5
2868.000,3,2,0,1,4
2869.000,2,1,1,2,2
2870.000,3,5,0,2,8
2871.000,3,1,0,2,4
2872.000,2,1,0,1,4
2873.000,2,1,1,2,2
2874.000,1,5,0,2,6
2875.000,3,5,0,1,3
2876.000,3,3,0,1,9
2877.000,2,5,0,1,10
2878.000,1,2,1,1,5
2879.000,3,1,0,1,8
2880.000,3,6,0,1,2
2881.000,1,2,0,1,8
2882.000,2,1,1,2,2
2883.000,3,1,0,1,7
2884.000,1,3,0,1,1
2885.000,3,6,0,1,9
2886.000,3,3,0,1,9
2887.000,2,5,0,1,5
2888.000,3,3,0,2,8
2889.000,3,3,0,2,10
2890.000,2,1,1,2,2
2891.000,3,3,0,1,9
2892.000,1,1,0,2,9
2893.000,2,5,0,1,4
2894.000,2,3,0,2,2
2895.000,3,3,0,1,9
2896.000,2,6,0,2,3
2897.000,3,5,0,2,1
2898.000,3,3,0,1,9
2899.000,3,3,0,1,9
2900.000,2,2,0,2,3
2901.000,3,3,0,1,9
2902.000,1,1,0,2,10
2903.000,2,1,0,2,6
2904.000,2,1,0,1,1
2905.000,1,3,0,1,10
2906.000,2,3,0,1,6
2907.000,2,5,0,1,8
2908.000,3,3,0,2,4
2909.000,3,3,0,1,9
2910.000,2,1,1,2,2
